"","author","median_pub_date"
"2501","stockley cynthia 18831936",1914
"2502","stockton frank richard 18341902",1898
"2503","stoddard william osborn 18351925",1897
"2504","stoker bram 18471912",1902
"2505","stolz mary 19202006",1962
"2506","stone irving 19031989",1953
"2507","stong phil 18991957",1940
"2508","storey david 19332017",1974
"2509","stout rex 18861975",1962
"2510","stow randolph 19352010",1982
"2511","stowe harriet beecher 18111896",1871
"2512","strang herbert",1907
"2513","strasser todd",1984
"2514","stratemeyer edward 18621930",1904
"2515","strattonporter gene 18631924",1915
"2516","straub peter 1943",2000
"2517","street cecil j c 18841964",1935
"2518","strete craig",1982
"2519","stretton hesba 18321911",1879
"2520","stribling t s 18811965",1935
"2521","strindberg august 18491912",1913
"2522","stringer arthur 18741950",1920
"2523","strong l a g 18961958",1936
"2524","stuart francis 19022000",1973
"2525","stuart jesse 19061984",1967
"2526","stuart ruth mcenery 18561917",1903
"2527","sturgeon theodore",1972
"2528","sturgis julian 18481904",1890
"2529","styron william 19252006",1964
"2530","suckow ruth 18921960",1934
"2531","sudermann hermann 18571928",1907
"2532","sukenick ronald",1986
"2533","sullivan t r 18491916",1893
"2534","surr t s 17701847",1808
"2535","surtees robert smith 18051864",1888
"2536","sutcliff rosemary",1961
"2537","sutcliffe halliwell 18701932",1904
"2538","sutphen van tassel 18611945",1902
"2539","suttner bertha von 18431914",1906
"2540","sutton margaret 19032001",1942
"2541","swados harvey",1972
"2542","swift graham 1949",1985
"2543","swinnerton frank 18841982",1952
"2544","symonds john",1974
"2545","symons julian 1912",1974
"2546","tabor eliza",1873
"2547","taggart marion ames 18661945",1910
"2548","tagore rabindranath 18611941",1916
"2549","tanizaki junichiro 18861965",1980
"2550","tappan eva march 18541930",1907
"2551","tarkington booth 18691946",1916
"2552","tasma 18481897",1891
"2553","tautphoeus jemima montgomery baroness 18071893",1861
"2554","tayler charles b 17971875",1851
"2555","taylor bayard 18251878",1877
"2556","taylor bert leston 18661921",1905
"2557","taylor elizabeth 19121975",1968
"2558","taylor katharine haviland",1920
"2559","taylor mary imlay 18781938",1900
"2560","taylor meadows 18081876",1879
"2561","taylor mildred d",1984
"2562","taylor robert lewis",1972
"2563","taylor valerie 19131997",1982
"2564","tekeyan charles",1954
"2565","templeton edith",1986
"2566","tennant emma",1989
"2567","tennant kylie 19121988",1968
"2568","terhune albert payson 18721942",1922
"2569","terts abram 19251997",1967
"2570","thackeray william makepeace 18111863",1880
"2571","thanet octave 18501934",1903
"2572","thayer lee 18741973",1936
"2573","theroux paul",1979
"2574","thiele colin",1978
"2575","thirkell angela 18901961",1951
"2576","thomas annie 18381918",1880
"2577","thomas audrey 1935",1979
"2578","thomas gwyn 19131981",1988
"2579","thomas leslie 1931",1991
"2580","thomas lida larrimore turner mrs 1897",1932
"2581","thomas rosie",1994
"2582","thomason john w 18931944",1936
"2583","thomes william henry 18241895",1882
"2584","thompson daniel p 17951868",1850
"2585","thompson jim 19061977",1992
"2586","thompson maurice 18441901",1892
"2587","thornton lawrence 1937",1994
"2588","thurm marian",1990
"2589","thurston e temple 18791933",1913
"2590","thurston katherine cecil 18751911",1907
"2591","timms edward vivian 18951960",1953
"2592","tincker mary agnes 18311907",1884
"2593","tobenkin elias 18821963",1920
"2594","toer pramoedya ananta 19252006",1991
"2595","tolkien j r r 18921973",1981
"2596","tolstoy aleksey nikolayevich graf 18831945",1955
"2597","tolstoy leo graf 18281910",1903
"2598","tomlinson everett t 18591931",1906
"2599","tomlinson h m 18731958",1933
"2600","tompkins juliet wilbor 18711956",1910
"2601","topelius zacharias 18181898",1884
"2602","tourgee albion w 18381905",1882
"2603","tournier michel",1984
"2604","townsend edward w 18551942",1897
"2605","townsend george alfred 18411914",1885
"2606","townsend john rowe",1970
"2607","townsend sue",1999
"2608","townsend virginia f 18361920",1869
"2609","tracy honor 1915",1967
"2610","tracy louis 18631928",1908
"2611","train arthur 18751945",1922
"2612","traven b",1972
"2613","travers p l 18991996",1962
"2614","treece henry 19111966",1959
"2615","tremain rose",1992
"2616","tremblay michel 1942",1996
"2617","trevor elleston",1967
"2618","trevor william 19282016",1980
"2619","trollope anthony 18151882",1880
"2620","trollope frances milton 17801863",1844
"2621","trollope joanna",1995
"2622","trollope thomas adolphus 18101892",1869
"2623","trowbridge j t 18271916",1873
"2624","troyat henri 19112007",1965
"2625","trusta h 18151852",1853
"2626","tucker wilson 19142006",1960
"2627","tunis john roberts 18891975",1946
"2628","tupper martin farquhar 18101889",1856
"2629","turgenev ivan sergeevich 18181883",1903
"2630","turner ethel 18721958",1908
"2631","turner george kibbe 18691952",1920
"2632","turtledove harry",2004
"2633","tuthill louisa c 17981879",1851
"2634","tutuola amos",1984
"2635","twain mark 18351910",1903
"2636","tycasper linda",1985
"2637","tyler anne",1983
"2638","tynan katharine 18611931",1908
"2639","tytler sarah 18271914",1884
"2640","undset sigrid 18821949",1937
"2641","unsworth barry 19302012",1992
"2642","updike john",1984
"2643","upfield arthur w 18881964",1984
"2644","uris leon 19242003",1966
"2645","ustinov peter",1992
"2646","vachell horace annesley 18611955",1912
"2647","vachss andrew h",1998
"2648","vaka demetra 18771946",1918
"2649","valentine l d 1899",1889
"2650","valenzuela luisa 1938",1992
"2651","van de wetering janwillem 19312008",1980
"2652","van der post laurens",1963
"2653","van dine s s",1930
"2654","van doren mark 18941972",1940
"2655","van dyke henry 18521933",1911
"2656","van dyne edith",1912
"2657","van loan charles e 18761919",1915
"2658","van vechten carl 18801964",1924
"2659","van vogt a e 19122000",1976
"2660","van vorst marie 18671936",1910
"2661","van wormer laura 1955",1998
"2662","van zile edward s 18631931",1902
"2663","vance jack 19162013",1978
"2664","vance louis joseph 18791933",1912
"2665","vansittart peter",1981
"2666","vargas llosa mario 1936",1979
"2667","varley john 1947 august 9",1980
"2668","vassanji m g",1995
"2669","vercors 19021991",1962
"2670","verma nirmal 19292005",1993
"2671","verne jules 18281905",1888
"2672","vesaas tarjei 18971970",1969
"2673","victor metta victoria fuller 18311885",1862
"2674","vidal gore 19252012",1978
"2675","vinge joan d",1983
"2676","vittorini elio 19081966",1973
"2677","vivante arturo",1972
"2678","voigt cynthia",1988
"2679","vollmann william t",1992
"2680","von arnim elizabeth 18661941",1912
"2681","von hutten baroness 18741957",1906
"2682","vonnegut kurt",1981
"2683","vorse mary heaton 18741966",1914
"2684","voynich e l 18641960",1902
"2685","waggaman mary t 18461931",1914
"2686","wain john",1977
"2687","wakefield tom",1988
"2688","waldo edward hamilton 1918",1976
"2689","wales hubert",1909
"2690","walford lucy bethia 18451915",1891
"2691","walker alice 1944",1982
"2692","walker margie",1996
"2693","wallace edgar 18751932",1923
"2694","wallace ellen",1851
"2695","wallace lew 18271905",1899
"2696","waller mary e 18551938",1911
"2697","walling robert alfred john 1869",1934
"2698","walpole hugh 18841941",1923
"2699","waltari mika 19081979",1956
"2700","walton o f mrs",1899
"2701","walworth jeannette h 18371918",1891
"2702","walworth mansfield tracy 18301873",1871
"2703","ward catherine g b 1787",1825
"2704","ward humphry mrs 18511920",1906
"2705","ward r plumer 17651846",1836
"2706","ward wilfrid mrs 18641932",1910
"2707","warden florence 18571929",1894
"2708","ware william 17971852",1853
"2709","warfield catherine ann 18161877",1875
"2710","warman cy 18551914",1899
"2711","warner anne 18691913",1909
"2712","warner charles dudley 18291900",1895
"2713","warner marina 1946",1990
"2714","warner rex 19051986",1964
"2715","warner susan 18191885",1876
"2716","warner sylvia townsend 18931978",1964
"2717","warren patricia nell",1983
"2718","warren robert penn 19051989",1959
"2719","warren samuel 18071877",1849
"2720","wason robert alexander 18741955",1910
"2721","wassermann jakob 18731934",1928
"2722","watanna onoto 18791954",1907
"2723","waten judah l",1971
"2724","waterhouse keith",1978
"2725","waterloo stanley 18461913",1899
"2726","waters frank 19021995",1972
"2727","watson h b marriott 18631921",1903
"2728","watson larry 1947",1998
"2729","watts mary stanbery 1868",1916
"2730","wattsdunton theodore 18321914",1902
"2731","waugh alec 18981981",1952
"2732","waugh evelyn 19031966",1954
"2733","weaver gordon",1991
"2734","webb charles richard 1939",1974
"2735","webb mary gladys meredith 18811927",1926
"2736","webber charles w 18191856",1850
"2737","webster frank v",1910
"2738","webster henry kitchell 18751932",1913
"2739","webster jean 18761916",1912
"2740","wedmore frederick sir 18441921",1894
"2741","weesner theodore",1987
"2742","weidman jerome 19131998",1963
"2743","welch denton",1985
"2744","weldon fay",1989
"2745","wells carolyn 18621942",1914
"2746","wells h g 18661946",1916
"2747","wells helen 19101986",1956
"2748","welsh irvine",2000
"2749","welty eudora 19092001",1977
"2750","wemyss mary c e",1914
"2751","wendt albert 1939",1979
"2752","wentworth patricia",1931
"2753","werfel franz 18901945",1942
"2754","werner e 18381918",1888
"2755","wesley valerie wilson",1997
"2756","west jessamyn",1974
"2757","west morris 19161999",1972
"2758","west mrs 17581852",1812
"2759","west paul 19302015",1991
"2760","west rebecca 18921983",1936
"2761","westall william 18351903",1888
"2762","westheimer david",1970
"2763","westlake donald e",1986
"2764","wetzel donald",1968
"2765","weyman stanley john 18551928",1901
"2766","wharton edith 18621937",1914
"2767","whitaker evelyn",1895
"2768","whitaker herman 18671919",1911
"2769","whitby beatrice d 1931",1891
"2770","white charles 17931861",1828
"2771","white edmund 1940",1993
"2772","white eliza orne 18561947",1914
"2773","white grace miller",1912
"2774","white nelia gardner 18941957",1952
"2775","white patrick 19121990",1969
"2776","white percy 18521938",1902
"2777","white stewart edward 18731946",1912
"2778","white t h 19061964",1963
"2779","white terence de vere",1979
"2780","white william hale 18311913",1898
"2781","whitechurch victor l 18681933",1911
"2782","whitehill dorothy",1919
"2783","whiteing richard 18401928",1902
"2784","whitlock brand 18691934",1907
"2785","whitney a d t 18241906",1884
"2786","whitney phyllis a 19032008",1966
"2787","whittier john greenleaf 18071892",1874
"2788","whytemelville g j 18211878",1898
"2789","wibberley leonard 19151983",1966
"2790","widdemer margaret",1920
"2791","wideman john edgar",1984
"2792","wiebe rudy 1934",1974
"2793","wiesel elie 19282016",1986
"2794","wiggin kate douglas smith 18561923",1907
"2795","wiggins marianne",1991
"2796","wilcox james",1988
"2797","wilde oscar 18541900",1909
"2798","wilder thornton 18971975",1956
"2799","wilding michael 1942",1984
"2800","wilhelm kate",1979
"2801","wilkinson sylvia 1940",1980
"2802","willard nancy",1984
"2803","williams ben ames 18891953",1928
"2804","williams jay 19141978",1964
"2805","williams jesse lynch 18711929",1908
"2806","williams john a 19252015",1975
"2807","williams raymond",1982
"2808","williams tennessee 19111983",1964
"2809","williams thomas 1926",1970
"2810","williamson a m 18691933",1910
"2811","williamson c n 18591920",1910
"2812","williamson henry 18951977",1960
"2813","williamson jack 19082006",1979
"2814","williamson thames 18941961",1934
"2815","willingham calder 19221995",1954
"2816","willis nathaniel parker 18061867",1850
"2817","wilson a n 1950",1986
"2818","wilson angus",1975
"2819","wilson colin 1931",1967
"2820","wilson dorothy clarke",1954
"2821","wilson harry leon 18671939",1921
"2822","wilson john 17851854",1846
"2823","wilson r mcnair 18821963",1930
"2824","wilson romer 18911930",1920
"2825","wilson sloan 19202003",1962
"2826","winfield arthur m",1908
"2827","wings mary",1998
"2828","winslow helen m 18511938",1908
"2829","winsor kathleen",1961
"2830","winter john strange 18561911",1896
"2831","winterson jeanette 1959",1994
"2832","winthrop theodore 18281861",1862
"2833","winton tim",1995
"2834","wirt mildred a 19052002",1946
"2835","wister owen 18601938",1907
"2836","witwer h c 18901929",1920
"2837","wodehouse p g 18811975",1970
"2838","wolfe gene",1976
"2839","wolfe thomas 19001938",1944
"2840","wolff maritta 19182002",1959
"2841","wongar b",1988
"2842","wood clement 18881950",1930
"2843","wood henry mrs 18141887",1885
"2844","woods stuart",2002
"2845","woolf douglas 1922",1984
"2846","woolf virginia 18821941",1937
"2847","woolrich cornell 19031968",1954
"2848","woolson constance fenimore 18401894",1892
"2849","wren percival christopher 18851941",1926
"2850","wright harold bell 18721944",1914
"2851","wright julia mcnair 18401903",1872
"2852","wright mabel osgood 18591934",1905
"2853","wright richard 19081960",1950
"2854","wright s fowler 18741965",1930
"2855","wylie elinor 18851928",1925
"2856","wylie i a r 18851959",1916
"2857","wylie philip 19021971",1951
"2858","wyllarde dolf",1908
"2859","wyndham john 19031969",1966
"2860","xavier m 17981865",1862
"2861","yaar kemal 1922 or 19232015",1977
"2862","yates dornford 18851960",1951
"2863","yates edmund hodgson 18311894",1870
"2864","yates richard 1926",1978
"2865","yehoshua abraham b",1989
"2866","yerby frank 19161991",1960
"2867","yezierska anzia 18801970",1928
"2868","yglesias jose",1989
"2869","yonge charlotte m 18231901",1886
"2870","yorke curtis",1907
"2871","young clarence",1910
"2872","young e h 18801949",1928
"2873","young francis brett 18841954",1924
"2874","yourcenar marguerite",1957
"2875","zangwill israel 18641926",1898
"2876","zebrowski george 1945",1999
"2877","zelazny roger",1979
"2878","zindel paul",1976
"2879","zola emile 18401902",1898
"2880","zschokke heinrich 17711848",1833
"2881","zweig stefan 18811942",1942
